age,balance,housing,loan
47,4906,yes,no
35,592,no,yes
30,128,yes,no
32,160,yes,no
35,441,yes,no
48,8982,yes,no
36,338,no,no
53,10749,yes,no
48,638,yes,no
42,737,yes,no
38,7695,yes,no
32,91,yes,no
51,760,yes,no
34,683,yes,no
43,1311,yes,no
50,606,yes,no
44,0,yes,no
25,192,yes,no
60,751,yes,no
32,10600,no,no
44,447,yes,yes
26,3096,yes,no
36,998,yes,no
29,303,yes,no
29,1952,yes,no
42,171,yes,no
32,116,no,no
37,766,yes,no
50,-500,yes,no
44,2017,yes,no
43,672,yes,no
41,450,yes,no
45,-31,yes,no
41,5426,yes,no
57,629,yes,no
34,2800,yes,no
47,1549,yes,no
49,6050,yes,no
58,1406,yes,no
51,425,yes,no
30,-328,yes,no
47,430,yes,yes
29,6911,no,no
51,111,yes,no
49,1158,yes,no
43,823,yes,no
41,410,yes,no
29,1028,yes,no
42,1288,yes,no
34,-115,yes,no
44,474,yes,yes
44,2416,yes,no
30,233,yes,no
26,277,no,no
28,280,yes,no
42,2106,yes,yes
40,2610,yes,no
49,329,yes,no
42,1811,yes,no
29,387,yes,yes
47,6439,yes,no
42,1333,yes,no
45,864,yes,no
29,900,yes,no
41,744,yes,no
40,4370,yes,no
48,6532,yes,no
41,348,yes,no
60,2077,yes,no
44,1945,no,no
49,21,yes,no
47,4556,yes,no
48,1764,yes,no
44,248,yes,no
28,0,no,no
31,37,yes,no
29,236,yes,no
28,246,yes,no
43,206,yes,no
32,162,yes,no
44,976,yes,no
42,645,yes,yes
45,1794,yes,no
31,358,yes,no
48,9131,yes,no
45,532,yes,no
27,1150,yes,no
55,680,yes,no
45,245,yes,no
50,-13,yes,no
44,728,yes,no
45,137,yes,no
51,289,no,no
30,609,yes,no
43,15740,yes,no
41,574,yes,no
30,1480,yes,no
41,343,yes,no
29,424,yes,yes
31,413,yes,no
40,277,yes,no
41,2157,yes,no
43,738,yes,no
43,-101,yes,no
50,-52,yes,no
40,262,yes,no
23,-95,yes,no
37,66,yes,no
47,3630,yes,no
29,294,yes,no
46,1465,yes,no
31,0,yes,no
57,5961,yes,no
54,1487,yes,no
44,-295,yes,no
36,0,no,no
54,219,yes,no
38,1442,yes,yes
38,360,yes,no
40,339,yes,no
46,1427,yes,no
41,30,yes,no
33,483,yes,no
36,402,yes,no
59,5678,yes,no
49,0,no,no
49,2631,yes,no
44,112,yes,no
38,664,yes,no
44,2626,yes,no
43,28,yes,no
42,321,yes,no
41,1794,yes,no
52,989,yes,no
41,6029,yes,no
29,416,yes,no
36,-389,yes,no
42,1260,yes,no
34,82,no,no
35,94,yes,yes
41,5291,yes,no
57,3401,yes,no
46,0,yes,yes
58,-1196,yes,yes
50,810,yes,no
57,3105,yes,no
47,351,yes,no
46,2612,yes,no
47,556,yes,no
49,380,yes,no
49,953,yes,no
26,786,yes,yes
52,601,yes,no
47,651,yes,no
43,0,yes,no
20,79,yes,no
43,0,yes,no
53,4464,yes,no
40,422,yes,no
52,598,no,no
43,123,no,no
55,0,yes,no
41,718,yes,no
36,-406,yes,yes
57,3625,yes,no
30,-35,yes,no
41,1132,no,no
56,1121,yes,no
44,3407,yes,no
45,827,yes,no
43,471,no,yes
50,2938,yes,no
26,-219,yes,yes
34,719,yes,no
39,-439,yes,no
32,0,yes,no
46,74,yes,no
58,44,yes,no
54,52,yes,no
40,581,yes,no
42,860,yes,no
42,259,yes,no
50,95,yes,no
50,-516,yes,no
42,5774,yes,no
41,1384,yes,no
50,5131,yes,no
42,2918,yes,no
46,556,yes,yes
48,2235,yes,yes
50,-143,yes,no
52,1500,no,no
43,56831,no,no
57,2440,yes,no
49,2040,yes,no
30,678,yes,no
52,5006,yes,no
41,3291,yes,no
47,543,yes,no
46,4048,yes,no
27,0,yes,no
46,3269,yes,no
53,420,yes,no
51,0,no,no
47,201,yes,no
60,2537,yes,yes
47,107,no,no
48,6127,yes,no
45,4509,yes,no
52,-191,yes,no
53,183,yes,no
54,2883,yes,yes
46,2515,yes,yes
48,1108,yes,no
43,56,yes,yes
42,1270,yes,no
56,1894,yes,no
48,0,yes,yes
45,2217,yes,no
51,1330,yes,no
43,3173,no,no
42,2157,yes,yes
44,1033,yes,no
40,4157,yes,no
57,3381,yes,no
42,1882,yes,no
58,0,yes,no
40,1927,yes,no
49,3649,yes,yes
46,244,yes,no
54,1705,yes,no
60,1164,yes,no
42,9359,yes,no
43,1620,yes,no
41,149,yes,no
60,2479,yes,yes
51,6659,yes,yes
48,1913,yes,no
41,1563,yes,no
50,708,yes,no
41,1172,yes,no
60,2086,yes,no
54,524,yes,no
49,221,yes,no
47,52,yes,yes
36,-175,yes,no
45,-149,yes,no
49,1530,yes,no
47,-100,yes,no
46,1934,no,yes
29,137,yes,yes
44,276,yes,yes
52,1758,yes,no
33,49,yes,no
43,960,yes,no
45,959,yes,no
42,1306,yes,no
50,892,yes,yes
58,5618,yes,no
50,605,yes,no
56,5041,yes,no
46,1004,yes,no
44,116,yes,no
52,225,yes,no
55,697,yes,no
44,2467,yes,no
46,523,no,no
47,106,yes,no
40,793,yes,no
48,1757,yes,no
34,87,yes,no
46,1480,yes,no
43,960,yes,yes
40,2651,yes,no
39,0,yes,no
57,3123,yes,no
54,950,yes,no
46,3714,yes,no
41,957,yes,no
47,3216,yes,no
40,8150,yes,no
50,2212,yes,no
40,409,yes,no
47,-1385,yes,yes
57,2516,yes,no
47,2354,yes,no
44,560,yes,no
47,5306,yes,no
53,111,yes,no
59,320,yes,no
40,0,yes,yes
60,80,yes,no
45,1953,yes,no
57,2192,no,no
45,1992,yes,no
44,146,yes,no
21,0,yes,yes
42,2124,yes,no
30,2,yes,no
57,1037,yes,yes
53,-394,yes,no
51,6510,no,no
53,4323,yes,no
54,4582,yes,no
44,2400,yes,no
56,1678,yes,no
46,405,yes,no
45,3583,yes,no
42,666,yes,no
49,716,yes,no
56,344,yes,no
44,641,no,no
54,653,yes,no
51,154,yes,no
49,3018,yes,no
45,660,yes,no
58,2577,yes,yes
53,2785,yes,no
42,1865,yes,no
49,341,yes,yes
53,1178,yes,no
50,516,yes,no
53,22370,yes,no
26,800,yes,no
46,1217,yes,no
45,9077,yes,no
50,461,yes,no
42,597,yes,no
42,9,yes,no
54,7864,yes,no
60,1224,yes,no
49,2623,yes,no
40,3676,yes,yes
45,953,yes,no
40,1061,yes,no
60,3020,yes,no
42,3405,yes,no
60,0,yes,no
60,-208,yes,no
41,849,yes,no
60,3820,no,no
23,76,yes,no
46,346,yes,no
44,-22,yes,no
29,874,yes,no
34,298,yes,no
59,7475,no,no
50,101,yes,no
60,2667,yes,no
49,2219,yes,no
55,158,yes,no
54,2933,yes,no
42,-181,yes,no
60,5788,yes,no
47,2796,yes,no
41,6526,no,no
47,1192,yes,no
41,665,yes,no
57,703,yes,no
53,4928,yes,no
44,1786,yes,no
35,-68,yes,yes
41,38,yes,no
28,0,yes,no
55,1105,yes,yes
55,9039,yes,no
40,-9,yes,no
35,6,yes,yes
58,577,no,no
25,6,yes,yes
43,78,yes,no
29,20,yes,no
46,87,no,no
41,-306,yes,no
60,79,yes,no
47,0,yes,no
60,751,yes,no
33,0,yes,no
34,1704,yes,no
57,0,yes,no
42,8,yes,no
47,39,yes,no
33,20,yes,no
43,293,yes,no
40,157,yes,no
35,487,yes,no
26,192,yes,no
53,136,yes,no
55,1328,yes,no
46,1038,yes,yes
24,51,yes,yes
47,3008,yes,yes
41,-204,yes,no
55,2923,yes,no
32,231,yes,no
30,-256,yes,no
54,234,yes,no
41,288,yes,no
42,1146,yes,no
43,3060,yes,no
54,907,yes,no
56,334,yes,no
54,1374,yes,no
30,124,yes,no
53,74,yes,no
45,1363,yes,no
41,680,yes,no
28,86,yes,yes
58,1713,no,no
57,3990,yes,no
54,3965,yes,no
39,193,yes,no
41,6060,yes,no
60,132,yes,no
42,1323,yes,yes
47,3237,yes,no
41,252,no,no
46,84,yes,no
45,0,yes,no
48,848,yes,no
57,84,yes,no
54,190,yes,no
30,1534,yes,yes
41,1278,yes,no
46,252,yes,no
35,1215,yes,no
28,-457,yes,no
58,347,no,no
35,0,yes,no
25,468,yes,no
56,28,yes,no
41,323,yes,no
44,38,yes,no
36,-318,yes,no
41,714,yes,yes
58,0,yes,no
46,536,yes,no
42,1048,yes,no
58,49,yes,no
53,-197,yes,yes
51,1779,yes,no
38,1372,yes,yes
54,24,yes,no
46,1934,yes,no
39,9541,no,no
22,364,yes,no
47,357,yes,yes
34,202,yes,no
42,281,yes,no
44,4580,yes,no
45,4060,yes,no
38,0,yes,no
46,1114,yes,no
34,4,yes,no
41,536,yes,no
27,431,yes,no
56,2552,yes,no
43,8016,yes,no
34,-353,yes,no
25,1139,yes,no
35,494,yes,no
46,676,yes,yes
32,287,no,no
55,741,yes,no
40,1842,no,no
43,4004,yes,no
41,102,no,no
33,279,yes,no
32,6,yes,no
39,644,yes,no
42,497,no,no
33,402,yes,yes
32,401,yes,no
46,31,yes,no
42,-628,yes,yes
39,598,yes,no
43,92,yes,no
33,-625,yes,no
59,2319,yes,no
48,981,yes,no
31,605,yes,no
47,10399,yes,no
54,784,yes,yes
48,680,yes,no
33,893,yes,no
27,94,yes,no
47,257,yes,no
56,739,yes,no
26,2,yes,yes
55,-171,yes,no
33,217,yes,no
52,826,yes,no
60,313,yes,no
50,106,yes,no
43,4520,yes,no
29,10576,no,no
54,366,yes,no
30,370,yes,no
50,4904,yes,no
48,0,yes,yes
55,72,yes,yes
56,0,no,no
48,1103,yes,no
36,1392,yes,no
41,-233,yes,no
30,78,yes,no
59,671,yes,yes
27,228,yes,yes
55,666,no,no
45,520,yes,no
58,3501,yes,no
44,185,yes,no
43,108,yes,yes
59,1423,yes,no
41,2453,yes,no
43,18,yes,yes
49,3061,yes,no
44,0,yes,no
48,559,yes,no
40,902,yes,no
43,421,yes,no
26,500,yes,no
46,756,yes,no
58,288,yes,no
53,1140,yes,no
56,2658,yes,no
43,632,yes,no
36,263,yes,no
34,-17,yes,no
51,701,yes,no
51,4497,yes,no
45,810,yes,no
54,-219,yes,no
42,679,yes,no
53,2925,yes,no
35,181,yes,no
49,3840,yes,no
55,2014,yes,yes
31,1819,yes,no
52,665,yes,no
50,395,yes,no
32,55,yes,no
34,326,yes,yes
42,1364,yes,no
33,-174,yes,no
43,5670,yes,no
31,1125,no,yes
25,0,yes,no
49,3657,yes,no
56,2256,yes,no
43,778,yes,yes
41,59,yes,no
46,668,yes,no
60,7440,yes,no
48,1001,yes,no
57,1,no,no
42,1320,no,no
50,1604,yes,no
36,900,yes,no
44,2984,yes,no
40,2562,yes,no
55,1102,yes,no
24,758,yes,no
52,1079,yes,no
49,2201,yes,no
30,271,yes,no
32,772,yes,no
46,435,yes,no
36,412,yes,no
44,809,yes,no
48,575,no,no
49,3033,no,no
44,412,yes,no
23,496,yes,no
45,749,yes,no
54,1439,yes,no
43,2767,yes,no
44,140,yes,no
52,4015,yes,no
37,77,yes,no
53,1074,yes,no
31,-720,yes,yes
56,690,yes,no
40,1231,yes,yes
58,714,yes,no
42,1742,yes,no
59,337,yes,no
45,-237,yes,yes
53,1739,yes,no
55,874,yes,no
60,1880,yes,no
48,3705,yes,no
43,1195,yes,no
47,2781,yes,no
33,175,yes,no
37,1,no,no
60,38,yes,no
52,2206,yes,no
31,358,yes,no
31,0,yes,no
53,4541,yes,no
45,120,yes,yes
56,-382,yes,no
36,146,yes,yes
40,574,yes,no
42,2519,yes,no
52,395,yes,no
46,8717,yes,no
59,975,yes,no
41,768,yes,no
61,280,yes,no
57,388,no,yes
32,289,no,no
55,1092,yes,yes
54,1394,yes,no
55,151,yes,no
31,-295,yes,no
43,7727,yes,no
49,247,no,no
31,33,yes,no
34,452,yes,no
31,635,yes,no
23,75,yes,no
35,1455,yes,no
43,2605,yes,no
31,56,no,no
45,89,yes,no
29,84,yes,no
27,7,yes,no
52,238,yes,no
58,2360,no,no
39,-21,no,no
52,409,yes,no
60,894,yes,no
52,108,yes,no
45,805,yes,no
58,2547,no,no
56,-124,yes,no
51,1414,yes,no
50,6258,yes,no
39,-176,yes,no
58,1533,no,no
51,1640,yes,no
45,91,yes,no
41,480,yes,no
28,643,yes,no
51,2547,yes,no
45,110,yes,no
46,35,no,no
43,-228,yes,yes
53,1139,yes,no
50,1332,yes,no
55,0,yes,no
52,779,yes,no
53,228,yes,no
51,22,yes,no
31,0,yes,no
41,2919,yes,no
39,186,yes,no
60,773,yes,yes
39,880,yes,no
41,218,yes,no
36,512,yes,no
40,1101,yes,no
29,1956,yes,no
32,0,no,no
45,104,yes,no
32,75,no,no
31,1301,yes,no
58,6,no,no
40,75,yes,no
40,44,yes,no
36,281,yes,no
40,2,yes,no
35,205,yes,no
39,2133,yes,yes
39,94,yes,yes
30,901,yes,yes
57,3431,yes,no
60,8837,yes,no
55,726,yes,no
40,26,yes,no
27,66,yes,no
40,2523,yes,no
28,82,yes,yes
32,0,yes,no
53,5558,yes,no
29,-507,yes,no
29,47,yes,no
45,-257,no,no
32,1423,yes,no
47,51,yes,yes
40,1688,no,no
33,0,yes,no
55,1000,yes,no
31,0,yes,yes
33,273,yes,no
42,153,yes,no
31,146,yes,no
41,732,yes,no
43,2539,yes,no
36,208,yes,no
48,542,yes,no
31,144,yes,no
45,999,yes,no
43,19,yes,no
42,63,no,no
40,446,yes,no
29,832,yes,no
26,246,yes,no
53,76,yes,yes
31,268,no,no
25,16,yes,no
26,-235,yes,no
36,0,yes,yes
43,207,yes,no
45,109,yes,no
56,975,yes,no
51,143,yes,no
47,1756,yes,no
44,-972,yes,yes
31,5,yes,no
46,36,yes,no
32,0,no,no
31,468,yes,no
45,804,yes,no
31,199,yes,no
40,257,yes,no
43,91,yes,no
26,102,yes,no
29,1,yes,yes
30,484,yes,no
39,0,yes,yes
51,196,yes,no
58,879,yes,no
44,3689,yes,no
49,1269,yes,no
30,67,yes,no
38,961,yes,no
40,181,yes,no
34,355,yes,no
41,0,no,yes
37,499,yes,no
32,-115,yes,no
31,92,yes,no
38,1146,yes,no
34,1029,yes,yes
42,534,yes,no
27,15,yes,no
35,1053,yes,no
43,6,no,no
29,-142,yes,no
33,2,yes,no
57,70,yes,no
50,556,yes,no
28,45,yes,no
45,9,yes,no
33,-131,yes,no
24,142,yes,yes
34,0,yes,yes
23,2,yes,no
59,646,yes,no
40,739,yes,no
44,1511,yes,no
33,58,no,no
29,163,yes,yes
39,385,yes,no
36,1343,yes,yes
34,169,yes,no
35,-613,yes,no
47,1496,yes,no
40,580,yes,no
30,-306,yes,yes
27,-41,yes,no
40,783,yes,yes
26,241,yes,no
46,245,yes,no
43,-26,yes,no
36,705,yes,no
32,23,yes,no
47,380,yes,no
29,4574,yes,no
36,183,yes,no
33,272,yes,no
57,4168,yes,yes
30,677,yes,no
59,174,yes,no
32,1877,yes,no
56,3690,yes,yes
25,109,yes,no
30,194,yes,no
32,8,yes,no
30,40,yes,yes
45,-1400,yes,no
47,-656,yes,no
25,1400,yes,yes
28,507,yes,no
30,75,yes,no
28,364,yes,no
27,1742,yes,no
32,1197,yes,yes
32,12269,no,no
40,1126,yes,no
29,105,yes,no
38,-650,no,no
37,117,yes,no
22,118,yes,no
23,178,yes,no
30,299,yes,no
27,0,yes,no
31,5,no,no
26,65,no,no
36,246,yes,no
29,1166,yes,no
37,49,yes,no
39,95,yes,no
38,113,yes,no
27,554,yes,no
58,269,yes,no
36,63,yes,no
24,-248,yes,no
25,32,yes,no
43,452,yes,no
38,467,yes,no
40,1758,yes,no
33,-416,yes,no
35,523,yes,yes
46,2499,yes,no
30,236,yes,no
24,3926,yes,no
24,409,yes,no
45,876,no,no
45,1163,no,no
53,708,yes,no
34,586,yes,no
24,656,yes,no
57,260,yes,no
55,571,yes,no
52,36,yes,no
54,0,yes,no
29,-63,yes,no
23,91,yes,no
24,0,no,no
59,169,yes,no
37,2188,no,no
40,2073,yes,no
54,29887,yes,no
35,53,yes,no
56,82,no,no
28,58,no,no
32,916,yes,no
40,37,yes,no
32,100,yes,no
41,124,yes,no
55,19,yes,no
52,420,no,no
58,906,yes,yes
29,0,yes,yes
44,532,no,no
53,634,yes,no
44,0,yes,yes
41,338,yes,no
44,0,yes,yes
38,2724,yes,no
27,-98,yes,yes
44,73,yes,no
45,636,yes,no
30,132,yes,no
47,282,yes,no
54,3343,yes,yes
29,-166,yes,no
50,363,yes,no
32,29,no,no
57,-524,yes,no
51,1194,yes,no
32,422,yes,no
27,3706,yes,no
41,356,yes,no
53,31,yes,no
29,272,yes,no
28,103,yes,no
27,-308,yes,no
49,16,yes,no
44,1485,yes,no
32,1,yes,yes
56,4391,yes,no
34,85,no,no
43,822,yes,no
41,647,yes,no
41,223,yes,no
47,242,yes,no
33,64,no,no
47,2597,yes,no
46,770,yes,no
46,4956,yes,no
30,122,yes,no
41,28,no,no
30,1011,yes,no
56,4166,yes,no
40,6110,yes,no
47,837,yes,yes
36,146,yes,no
60,458,yes,no
34,641,yes,yes
44,1310,yes,no
29,782,yes,no
48,478,yes,yes
55,-45,yes,no
60,36,yes,no
29,0,no,no
30,136,yes,yes
35,8,yes,no
37,934,yes,no
42,314,yes,yes
34,978,yes,no
50,567,yes,no
27,194,yes,no
45,4537,yes,no
50,318,yes,no
43,17,yes,no
32,715,yes,yes
55,1464,yes,no
40,-61,yes,yes
56,1297,yes,no
21,325,yes,no
27,276,no,no
24,770,yes,no
25,2,yes,yes
41,208,yes,no
49,495,yes,no
44,2185,yes,no
42,351,yes,no
45,71,yes,no
48,1155,yes,no
51,349,yes,no
33,153,yes,no
32,244,yes,no
41,493,yes,no
29,62,yes,yes
49,874,yes,no
49,259,no,no
25,304,no,no
33,371,yes,no
50,231,yes,no
50,1906,no,no
40,192,yes,no
32,158,yes,no
43,-57,yes,no
24,366,no,yes
49,327,yes,no
36,1125,yes,yes
42,642,yes,yes
31,-48,yes,no
30,298,yes,no
46,2207,yes,no
35,88,yes,no
44,2687,yes,no
33,307,no,no
42,398,yes,no
39,-388,yes,no
41,1649,yes,no
58,886,no,no
40,1161,yes,yes
37,281,yes,no
45,137,yes,yes
49,267,yes,no
35,767,yes,no
28,1112,yes,no
32,192,yes,no
45,1113,yes,no
44,696,yes,no
55,-268,yes,no
37,197,yes,no
28,317,yes,no
43,329,yes,no
35,510,yes,no
30,5,no,no
54,4393,yes,no
34,488,yes,no
30,442,yes,no
46,300,yes,no
52,1007,yes,no
44,195,yes,no
36,513,yes,no
44,399,yes,no
44,12,yes,no
24,77,yes,no
56,8318,yes,no
41,-104,yes,no
51,0,yes,no
53,2,yes,no
41,0,yes,no
26,-579,yes,no
53,2884,yes,no
30,863,yes,no
27,56,yes,no
32,358,yes,no
40,0,yes,no
55,2055,yes,no
35,568,yes,no
32,0,yes,yes
57,97,yes,no
32,217,yes,no
55,0,no,no
43,3608,yes,no
42,388,yes,yes
27,0,yes,no
36,279,no,no
32,193,yes,no
53,751,yes,no
34,305,yes,no
23,105,yes,no
31,548,yes,no
46,271,yes,no
31,246,yes,no
42,1932,yes,no
52,1066,yes,no
38,-326,yes,no
38,1465,yes,no
60,26,yes,no
42,10561,no,no
30,68,yes,yes
53,647,yes,no
35,368,yes,no
45,-183,yes,no
57,70,yes,yes
41,141,yes,no
44,75,no,no
56,22,yes,no
46,9,no,no
34,695,yes,yes
51,83,yes,no
27,-20,no,no
31,532,yes,no
51,0,yes,no
25,99,yes,yes
48,54,yes,no
37,792,yes,no
35,378,yes,no
58,8014,yes,no
47,584,yes,no
58,331,yes,no
36,122,yes,no
38,660,yes,yes
27,276,yes,no
44,-14,yes,yes
47,15,yes,no
26,-326,yes,no
29,2099,yes,yes
60,2589,yes,no
37,654,no,no
35,474,yes,no
44,294,yes,no
50,-6,yes,no
41,865,no,yes
26,379,yes,yes
43,8167,yes,no
46,357,yes,yes
54,2431,yes,no
46,1497,yes,no
46,7934,yes,no
55,1261,no,no
45,1124,yes,no
58,196,yes,no
48,-471,yes,no
38,497,yes,yes
57,1920,no,no
54,8180,no,no
40,2784,yes,no
44,556,no,no
55,517,yes,yes
40,-154,yes,yes
42,0,no,no
48,522,yes,no
52,-342,no,no
31,43,yes,no
60,12210,yes,no
51,8806,yes,no
50,2402,yes,no
44,-848,yes,no
33,0,no,no
43,674,yes,yes
46,778,yes,no
43,384,yes,yes
50,256,yes,no
41,1020,yes,no
50,1463,yes,no
50,761,yes,no
40,1380,yes,no
30,71,yes,no
44,-1249,yes,yes
51,4089,yes,no
40,3736,yes,no
38,2407,yes,no
52,1781,yes,no
49,4667,yes,no
44,2,yes,no
39,259,yes,no
43,445,yes,no
32,132,yes,yes
55,2,yes,no
55,283,yes,no
42,830,yes,no
26,75,yes,yes
54,158,yes,no
34,46,yes,yes
46,4301,yes,yes
25,815,yes,no
49,128,yes,no
59,457,yes,no
57,0,no,no
27,374,yes,no
38,3259,yes,no
41,-19,yes,no
56,316,yes,no
37,398,yes,no
32,2996,yes,no
47,292,yes,no
57,5431,yes,no
38,323,yes,no
30,1312,yes,no
43,953,yes,no
35,5,no,no
28,213,yes,no
38,976,yes,yes
45,970,yes,no
31,87,yes,no
38,59,yes,no
28,80,yes,no
40,3444,yes,no
30,12697,yes,yes
47,863,yes,no
27,0,yes,no
30,18,no,no
53,33,yes,no
48,281,yes,no
35,-206,yes,no
38,36,yes,no
32,1879,no,no
53,10,yes,no
25,77,yes,no
45,369,yes,no
28,43,no,no
30,392,yes,no
31,0,no,no
42,14752,no,no
60,738,no,no
28,836,yes,no
46,2851,yes,no
40,296,no,no
32,1076,yes,no
56,25,yes,no
20,-172,yes,yes
41,197,yes,no
48,5057,yes,no
49,284,yes,no
29,1012,yes,no
57,4378,yes,no
49,2718,no,no
42,103,yes,no
28,1827,yes,no
31,41,yes,no
26,484,yes,no
29,146,yes,no
26,3,yes,no
31,259,yes,no
38,830,yes,no
45,242,yes,no
24,0,yes,no
31,6042,yes,no
40,-341,yes,no
34,221,yes,no
24,-46,yes,no
26,-5,no,no
29,617,yes,no
30,134,yes,no
61,625,yes,no
26,775,no,no
31,221,yes,no
28,-31,yes,no
31,97,yes,no
52,81,yes,no
30,16,yes,no
32,144,yes,no
38,889,no,no
40,-481,yes,yes
38,680,yes,no
54,-754,yes,no
42,2993,yes,no
34,501,yes,no
42,365,yes,no
54,477,yes,no
27,72,yes,no
31,2085,yes,yes
34,705,yes,yes
31,754,yes,no
27,512,yes,no
25,300,yes,yes
20,67,yes,no
54,912,yes,no
30,0,yes,no
33,86,yes,no
22,0,yes,no
36,79,yes,no
44,87,yes,no
43,3196,yes,yes
44,181,yes,no
49,354,yes,no
27,220,yes,no
45,2128,yes,no
41,4357,yes,no
28,1306,yes,no
51,425,yes,no
49,68,yes,yes
42,1990,yes,yes
55,978,yes,no
41,0,yes,yes
51,824,no,no
46,679,yes,no
41,262,yes,no
32,86,no,yes
43,1017,yes,no
48,456,yes,yes
52,6353,yes,yes
29,103,no,no
51,467,yes,no
48,841,yes,no
34,0,yes,no
52,-346,yes,yes
31,157,yes,no
41,459,yes,no
40,464,yes,yes
51,2085,yes,no
42,1323,yes,no
31,75,yes,no
34,-288,yes,no
41,713,yes,no
43,1071,yes,no
54,887,yes,no
47,-288,no,no
41,3722,yes,no
40,3,yes,yes
23,85,yes,no
48,6489,yes,no
36,3457,no,no
44,409,yes,no
31,396,yes,no
32,101,yes,no
49,402,yes,no
23,525,yes,no
41,3855,yes,no
52,157,yes,yes
41,1897,yes,no
22,36,yes,no
60,171,yes,no
60,148,yes,no
35,208,yes,no
49,1536,yes,no
32,476,yes,yes
45,42,yes,no
29,-233,yes,no
45,1540,yes,no
28,3238,yes,no
21,210,yes,no
31,1629,yes,no
27,112,yes,no
43,1040,yes,no
24,76,yes,no
28,362,yes,no
42,1116,yes,no
40,-365,yes,no
42,2567,yes,no
31,19,yes,no
47,146,yes,yes
40,125,yes,no
31,47,yes,no
26,0,yes,no
52,0,no,no
31,462,yes,yes
44,4087,yes,no
27,16,no,no
41,665,yes,no
28,471,yes,yes
27,613,yes,no
34,645,yes,no
44,1087,yes,no
36,2079,yes,yes
37,1633,yes,no
27,1022,yes,no
32,1211,yes,no
31,9714,yes,no
51,642,no,no
47,1851,yes,no
23,405,yes,no
30,358,yes,no
50,170,yes,yes
52,2420,yes,no
34,1484,yes,no
28,422,yes,no
28,350,yes,yes
57,919,yes,yes
31,444,yes,no
35,1253,yes,no
49,320,yes,yes
32,1066,yes,no
28,-134,yes,no
51,1146,yes,yes
32,424,yes,no
37,122,yes,no
55,212,yes,no
27,5,yes,no
49,580,no,no
22,3992,yes,yes
36,141,yes,no
46,361,yes,no
57,8195,yes,no
55,3524,yes,no
34,1710,yes,yes
44,177,yes,no
45,199,no,no
30,0,no,no
30,880,yes,yes
45,771,yes,no
34,164,yes,no
41,501,yes,no
45,9051,yes,no
46,103,no,no
37,89,yes,no
45,4111,yes,no
42,170,yes,no
49,1854,yes,no
54,233,yes,no
60,819,yes,no
24,1019,yes,no
43,1147,yes,yes
49,279,yes,no
45,1263,yes,no
54,7449,yes,no
39,198,yes,no
23,710,yes,no
48,858,yes,no
38,1344,yes,yes
44,149,yes,no
53,208,yes,no
28,224,yes,no
38,91,yes,no
27,-3,yes,no
25,316,yes,yes
35,846,yes,yes
31,352,yes,no
40,-22,yes,no
27,4923,yes,no
53,6,no,no
32,312,yes,yes
37,61,yes,no
37,53,yes,no
47,-345,yes,no
36,0,yes,no
52,2231,yes,yes
52,337,yes,no
50,413,yes,no
45,1345,yes,no
52,522,yes,no
23,523,yes,yes
44,261,yes,no
27,3776,yes,no
57,437,yes,no
48,490,yes,no
51,6482,yes,no
53,3544,no,no
46,0,no,no
49,459,yes,no
30,3291,yes,no
41,2592,yes,no
42,596,yes,no
34,-56,yes,no
44,1161,yes,no
34,183,yes,no
28,154,yes,no
31,0,yes,no
48,479,no,no
38,-980,yes,no
38,690,yes,no
32,5306,yes,no
33,730,yes,no
41,397,yes,no
33,434,yes,no
37,897,no,no
55,0,yes,no
32,228,yes,no
33,201,yes,no
54,2847,yes,no
39,4039,yes,no
60,132,yes,no
30,9,yes,no
34,31,yes,no
57,0,yes,yes
36,4438,yes,no
39,6421,no,yes
38,171,yes,yes
37,42,yes,yes
36,806,yes,no
39,298,yes,no
35,24,yes,no
47,290,yes,no
37,425,yes,no
39,0,yes,no
35,1602,yes,yes
32,137,yes,no
30,3110,yes,no
38,419,yes,no
35,0,yes,no
31,-88,yes,no
35,274,yes,yes
38,0,yes,no
34,0,yes,no
30,162,yes,no
31,1222,yes,no
54,4482,yes,no
40,1259,no,no
35,499,yes,no
35,1861,yes,no
29,271,yes,no
33,622,yes,no
31,368,yes,no
51,492,yes,no
35,102,yes,no
38,736,yes,no
36,733,yes,no
37,3175,yes,no
29,43,yes,no
53,574,yes,no
34,4622,yes,yes
31,1820,yes,no
38,3750,yes,no
36,465,yes,no
36,860,yes,no
32,1583,yes,no
38,0,yes,no
36,7579,yes,no
35,4635,yes,no
31,827,no,no
32,0,yes,no
32,364,yes,no
36,380,yes,no
32,93,yes,no
33,6138,yes,no
30,1803,yes,no
39,0,yes,no
35,3187,yes,no
31,2,yes,no
30,695,yes,no
34,1042,yes,no
30,4648,yes,no
31,2089,yes,no
39,3059,yes,yes
36,412,yes,yes
32,863,yes,no
33,4434,yes,no
33,5499,yes,no
34,3997,yes,no
39,4904,yes,no
35,440,yes,no
60,-14,yes,no
34,759,no,no
33,603,yes,no
59,-41,yes,yes
31,78,no,no
36,84,yes,no
36,409,yes,no
38,732,yes,yes
32,328,yes,no
32,1698,yes,no
39,9374,yes,no
39,439,no,no
33,4958,yes,no
23,210,yes,no
39,2644,yes,no
36,17983,yes,no
38,614,yes,no
35,2137,yes,no
27,-291,yes,no
31,160,yes,yes
58,11,yes,no
